file,rank,name,price,capacity,rakutenUrl,楽天商品名,楽天価格,URL一致
dish-detergent-comparison.md,1,ジョイ コンパクト 食器用洗剤 詰め替え 大容量 770mL×2袋,2710,770mL×2袋（約385回分）,https://hb.afl.rakuten.co.jp/hgc/g00qhoan.3rdw6e00.g00qhoan.3rdw73e2/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkurashikenkou%2F7269456%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkurashikenkou%2Fi%2F10221021%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
dish-detergent-comparison.md,2,キュキュット 食器用洗剤 詰め替え 大容量 820mL×2袋,5035,820mL×2袋（約410回分）,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F404955%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F11148566%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
dish-detergent-comparison.md,3,チャーミーマジカ 食器用洗剤 詰め替え 超大型 1380mL,6165,1380mL（約276回分）,https://hb.afl.rakuten.co.jp/hgc/g00po93n.3rdw6ce8.g00po93n.3rdw7d35/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fi-order%2F10053002%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fi-order%2Fi%2F10053002%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
dish-detergent-comparison.md,4,ヤシノミ洗剤 食器・野菜用 詰め替え 540mL,2769,540mL（約180回分）,https://hb.afl.rakuten.co.jp/hgc/g00uqv2n.3rdw6222.g00uqv2n.3rdw7c45/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fastershop%2Fbomdykhfin55h3inene676douq%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fastershop%2Fi%2F10191599%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【3個セット】ヤシノミ洗剤 食器・野菜用 プレミアムパワー 濃縮タイプ 詰替用 540mL サラヤ オリジナルステッカー付き,2769,○
dishwasher-detergent-comparison.md,1,★大容量2200g入り★フィニッシュ パウダー/ミューズ/,1760,2200g,https://hb.afl.rakuten.co.jp/hgc/g00qx6in.3rdw6f17.g00qx6in.3rdw7fd9/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fgood-mam88%2F10001821%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fgood-mam88%2Fi%2F10001821%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,★大容量2200g入り★フィニッシュ パウダー/ミューズ/ パワー&ピュア つめかえ用 2200g　2.2Kg [洗剤 食器洗い機専用(食洗機用洗剤) 詰替]【コストコ通販】,1760,○
dishwasher-detergent-comparison.md,2,キュキュット 食洗機用洗剤 ウルトラクリーン すっきりシトラスの香り 詰め替え【,1999,770g,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F555031%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F11156970%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,キュキュット 食洗機用洗剤 ウルトラクリーン すっきりシトラスの香り 詰め替え(770g*3袋セット)【キュキュット】,1999,○
dishwasher-detergent-comparison.md,3,ジョイ ジェルタブ PRO W除菌 食洗機用洗剤,5480,100個×2袋,https://hb.afl.rakuten.co.jp/hgc/g00uci6n.3rdw636f.g00uci6n.3rdw7988/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fshopypp%2F3799-001192%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fshopypp%2Fi%2F10000167%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ジョイ ジェルタブ PRO W除菌 食洗機用洗剤 100個×2袋,5480,○
dishwasher-detergent-comparison.md,4,チャーミー クリスタ 消臭ジェル つめかえ用,8600,420g×16,https://hb.afl.rakuten.co.jp/hgc/g00qqojn.3rdw68f8.g00qqojn.3rdw7493/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Feco-hiryo%2Fdish-soap144%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Feco-hiryo%2Fi%2F10002035%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,チャーミー クリスタ 消臭ジェル つめかえ用 420g × 16パック 【ライオン LION ゆう80サイズ 佐川100サイズ】【277972】,8600,○
disposable-gloves-comparison.md,1,使い捨てポリエチレン手袋 | 衛生 清掃 衛生用品 左右両用 使い捨て 掃除 汚,220,100枚,https://hb.afl.rakuten.co.jp/hgc/g00qa5rn.3rdw6104.g00qa5rn.3rdw77da/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fastroproducts%2F2008000008291%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fastroproducts%2Fi%2F10017143%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: HTTP 400,,
disposable-gloves-comparison.md,2,【楽天1位★最安挑戦】ニトリル手袋,1380,100枚,https://hb.afl.rakuten.co.jp/hgc/g00tz97n.3rdw61ff.g00tz97n.3rdw7e95/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftrinity-cosme%2Fsan350532x1%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftrinity-cosme%2Fi%2F10000431%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【楽天1位★最安挑戦】ニトリル手袋 100枚 200枚 300枚 400枚 600枚 1000枚 2000枚 3000枚 ゴム手袋 使い捨て ニトリルグローブ 食品衛生適合 パウダーフリー SS S M L サイズ 粉なし 伸縮性 破れにくい 作業用 業務用 レジ回り 家庭 掃除 介護 検品用 調理用 白 青 ohte,1380,○
disposable-gloves-comparison.md,3,【楽天1位★最安挑戦】ニトリル手袋,1380,100枚,https://hb.afl.rakuten.co.jp/hgc/g00tz97n.3rdw61ff.g00tz97n.3rdw7e95/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ftrinity-cosme%2Fsan350532x1%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ftrinity-cosme%2Fi%2F10000431%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【楽天1位★最安挑戦】ニトリル手袋 100枚 200枚 300枚 400枚 600枚 1000枚 2000枚 3000枚 ゴム手袋 使い捨て ニトリルグローブ 食品衛生適合 パウダーフリー SS S M L サイズ 粉なし 伸縮性 破れにくい 作業用 業務用 レジ回り 家庭 掃除 介護 検品用 調理用 白 青 ohte,1380,○
disposable-gloves-comparison.md,4,ファミリー ビニール 使いきり手袋 うす手 100枚入,2961,100枚,https://hb.afl.rakuten.co.jp/hgc/g00s4o6n.3rdw655e.g00s4o6n.3rdw773a/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fulmaxjapan2%2Fha-4901070760381_5%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fulmaxjapan2%2Fi%2F10941711%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
fabric-deodorizer-comparison.md,1,リセッシュ除菌EX デオドラントパワー 詰め替え 大容量 680mL×3個,328,"680mL×3個（約2,700回分）",https://hb.afl.rakuten.co.jp/hgc/g00r7ldn.3rdw6378.g00r7ldn.3rdw7abf/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fbiccamera%2F4901301348333%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fbiccamera%2Fi%2F12290365%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
fabric-deodorizer-comparison.md,2,ファブリーズ W除菌 詰め替え 大容量 640mL×3個,3132,"640mL×3個（約2,400回分）",https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F598756%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F11321889%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
fabric-deodorizer-comparison.md,3,ハイジア 除菌・消臭スプレー 詰め替え 大容量 800mL,3765,"800mL（約1,000回分）",https://hb.afl.rakuten.co.jp/hgc/g00u3bvn.3rdw6436.g00u3bvn.3rdw79c6/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ffidela%2Ffid6-00f050vya%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ffidela%2Fi%2F10445637%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
fabric-deodorizer-comparison.md,4,A2Care 除菌消臭スプレー 300mL,2178,300mL（約600回分）,https://hb.afl.rakuten.co.jp/hgc/g00thfbn.3rdw6868.g00thfbn.3rdw7b07/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fa2care-official%2F10000003%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fa2care-official%2Fi%2F10000003%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,A2Care 除菌 消臭スプレー 300ml ANA 採用 感染対策 日本製 MA-T アルコールフリー 赤ちゃん ペット 無香料 部屋 車内 玄関 ゴミ箱 トイレ 衣類 猫 タバコ 生乾き臭 カビ対策 消臭 消臭剤 無臭空間 ノンアルコール ウイルス 花粉 子供,2178,○
fabric-softener-comparison.md,1,ハミングファイン 柔軟剤 詰め替え 大容量 1500mL,1583,1500mL（約100回分）,https://hb.afl.rakuten.co.jp/hgc/g00uo14n.3rdw68f0.g00uo14n.3rdw7116/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fhanamaru-shouten%2F20251007151525_105%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fhanamaru-shouten%2Fi%2F10043743%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
fabric-softener-comparison.md,2,さらさ 柔軟剤 詰め替え 超特大 1260mL,2664,1260mL（約84回分）,https://hb.afl.rakuten.co.jp/hgc/g00r1osn.3rdw6db5.g00r1osn.3rdw76c6/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fsarasa-designstore%2Fset-ls021x3%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fsarasa-designstore%2Fi%2F10002237%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
fabric-softener-comparison.md,3,レノア 本格消臭 柔軟剤 スポーツ フレッシュシトラスブルー 詰め替え,3020,1260mL,https://hb.afl.rakuten.co.jp/hgc/g00up3bn.3rdw60f2.g00up3bn.3rdw7ff6/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fyksakai%2Frm5gaghcckomnptjv3ixcugo64%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fyksakai%2Fi%2F10470645%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,レノア 本格消臭 柔軟剤 スポーツ フレッシュシトラスブルー 詰め替え 約4.5倍(1790mL),2667,△(別商品)
face-wash-comparison.md,1,洗顔フォーム 毛穴 ロゼット洗顔パスタ 海泥スムース WEB限定2倍,1210,240g,https://hb.afl.rakuten.co.jp/hgc/g00u529n.3rdw64b3.g00u529n.3rdw7138/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frosette-shop%2Fpasta_ks240_1ps%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frosette-shop%2Fi%2F10000066%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,洗顔フォーム 毛穴 ロゼット洗顔パスタ 海泥スムース WEB限定2倍大容量240g 洗顔 洗顔料 泡 泥 クレイ 毛穴汚れ 毛穴ケア 黒ずみ メンズ 毛穴洗顔 角質 皮脂 角栓 毛穴対策 鼻 すっきり さっぱり 緑 買い回り,1210,○
face-wash-comparison.md,2,ダヴ ビューティモイスチャー 洗顔料 130g,1577,130g,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F563823%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F11186459%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ユニリーバ ダヴ ビューティモイスチャー 洗顔料 130g,348,△(別商品)
face-wash-comparison.md,3,専科 パーフェクトホイップ 120g,1597,120g,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F563477%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F11186753%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,センカ パーフェクトホイップ f(120g*3本セット)【専科】,1597,○
floor-cleaner-comparison.md,1,激落ちくん ウェットシート 水の激落ちシート Ba フローリング＆リビング用シー,148,20枚,https://hb.afl.rakuten.co.jp/hgc/g00s2jfn.3rdw67d5.g00s2jfn.3rdw75cf/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fcolorfulbox%2F4903320481701%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fcolorfulbox%2Fi%2F10010893%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,激落ちくん ウェットシート 水の激落ちシート Ba フローリング＆リビング用シート 20枚入 （ レック アルカリ電解水 除菌 消臭 洗剤不使用 20枚 日本製 激落ち ウェットティッシュ フローリング用 フロア用 ドライ ） 【3980円以上送料無料】,148,○
floor-cleaner-comparison.md,2,【20枚/40枚】【スターターセット】フローリングワイパー用,298,20枚,https://hb.afl.rakuten.co.jp/hgc/g00t3ztn.3rdw6b30.g00t3ztn.3rdw7dc2/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Firisplaza-r%2F205995%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Firisplaza-r%2Fi%2F10158683%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【20枚/40枚】【スターターセット】フローリングワイパー用シート フローリングワイパー フロアワイパー 清掃 フローリングシート トルクリーン ドライ ウェット アイリスオーヤマ DN−FD DN−FW,298,○
floor-cleaner-comparison.md,3,花王 クイックルワイパー 立体吸着ウエットシート 香りが残らないタイプ,599,16枚,https://hb.afl.rakuten.co.jp/hgc/g00pp25n.3rdw63dd.g00pp25n.3rdw7c22/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fwellness-web%2F10006153%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fwellness-web%2Fi%2F10006153%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,花王 クイックルワイパー 立体吸着ウエットシート 香りが残らないタイプ 64枚入,1628,△(別商品)
floor-cleaner-comparison.md,4,ウェーブ 超保水 フロアウェットシート 微香タイプ,777,16枚,https://hb.afl.rakuten.co.jp/hgc/g00srsfn.3rdw61f5.g00srsfn.3rdw7376/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fstacon%2F4903111466115%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fstacon%2Fi%2F10054037%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ウェーブ 超保水 フロアウェットシート 微香タイプ 16枚 ＊ユニ・チャーム/ワイド超保水層とベタつき吸着3枚多層シートが床に密着してベタつき汚れをしっかり吸収/最後までウェット感が続き軽い力で汚れがスッキリ取れる/じわじわ染み出すワイド超保水層,777,○
garbage-bag-comparison.md,1,TANOSEE　ゴミ袋エコノミー　乳白半透明,5742,100枚×10,https://hb.afl.rakuten.co.jp/hgc/g00qpdqn.3rdw67a5.g00qpdqn.3rdw7b85/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fp-tano%2F766-1730%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fp-tano%2Fi%2F10276544%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,TANOSEE　ゴミ袋エコノミー　乳白半透明　45L　1セット（1000枚：100枚×10パック） 【送料無料】,5742,○
garbage-bag-comparison.md,2,ポリ袋 45L 半透明 厚手0.030mm 50枚×3パック,13280,45L×50枚×3パック（150枚）,https://hb.afl.rakuten.co.jp/hgc/g00qtn3n.3rdw6fc6.g00qtn3n.3rdw7aa1/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frice-akita%2F1000000130%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frice-akita%2Fi%2F10000130%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
hair-treatment-comparison.md,1,フィーノ プレミアムタッチ 浸透美容液ヘアマスク 230g,2041,230g,https://hb.afl.rakuten.co.jp/hgc/g00t3jpn.3rdw65f5.g00t3jpn.3rdw7f69/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fyamada-denki%2F2873936011%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fyamada-denki%2Fi%2F10607476%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,Fino フィーノ プレミアムタッチ 浸透美容液ヘアマスク 230g,1169,△(別商品)
hair-treatment-comparison.md,2,LUXスーパーリッチシャイン ダメージリペア 洗い流すトリートメント ヘアマスク,2377,150g,https://hb.afl.rakuten.co.jp/hgc/g00prvmn.3rdw683e.g00prvmn.3rdw7a5e/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fwich%2Fluxhairmaskset%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fwich%2Fi%2F10023186%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【送料無料】LUX スーパーリッチシャイン ダメージリペア とろとろ補修ヘアマスク 本体＋つめかえ用 2個セット 洗い流すトリートメント 580g ヘアケア ダメージヘア プロモーションパック ラックス,2377,○
hair-treatment-comparison.md,3,いち髪 ヘアマスク 200g,990,200g,https://hb.afl.rakuten.co.jp/hgc/g00ru0on.3rdw60b7.g00ru0on.3rdw7edf/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fat-life%2F4901417618795-today%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fat-life%2Fi%2F11969571%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【1点限り！令和お試し価格】クラシエ いち髪 プレミアム ラッピングマスク 200g,990,○
hair-treatment-comparison.md,4,パンテーン ミラクルズ ヘアトリートメント 100mL,790,100mL,https://hb.afl.rakuten.co.jp/hgc/g00ru0on.3rdw60b7.g00ru0on.3rdw7edf/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fat-life%2F4987176174024-today%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fat-life%2Fi%2F12461929%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
hand-cream-comparison.md,1,ニベア ハンドクリーム 75g,698,75g,https://hb.afl.rakuten.co.jp/hgc/g00q9fkn.3rdw6d18.g00q9fkn.3rdw7d1e/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fpupuhima%2Fbea-12947-4901301326324%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fpupuhima%2Fi%2F10044017%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,☆メール便・送料無料☆ニベア花王　ニベアメン クリーム　75g 代引き不可 送料無料 メール便,698,○
hand-cream-comparison.md,2,ヴァセリン インテンシブケア ハンドクリーム 60mL,380,60mL,https://hb.afl.rakuten.co.jp/hgc/g00uicnn.3rdw69f9.g00uicnn.3rdw721b/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fnarushop%2Fvl-8%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fnarushop%2Fi%2F10000105%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,Vaseline ヴァセリン ハンドローション 60ml インテンシブケア ヘルシーハンドアンドストロンガーネイル ケラチン ハンドクリーム バセリン 韓国 並行輸入品 ピンク クリーム 爪 ネイル,380,○
hand-cream-comparison.md,3,ユースキンA 180g,2790,180g,https://hb.afl.rakuten.co.jp/hgc/g00teiqn.3rdw6c4d.g00teiqn.3rdw7ea6/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ffumichan%2F4987353190618-2%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ffumichan%2Fi%2F10004284%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【2個セット】【指定医薬部外品】 ユースキンAa ポンプつけかえパウチ 180g ユースキン製薬 カートリッジ 詰替え ( 4987353190618-2),2790,○
hand-cream-comparison.md,4,ケラチナミン コーワ 尿素配合クリーム 30g 120個セット,1488,30g,https://hb.afl.rakuten.co.jp/hgc/g00tffxn.3rdw6dfd.g00tffxn.3rdw7ab7/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fyokkamachi%2F10001800%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fyokkamachi%2Fi%2F10001800%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【第3類医薬品】【120個セット】【1ケース分】ケラチナミンコーワ20%尿素配合クリーム 30g　チューブタイプ×120個セット　1ケース分 【正規品】【ori】【t-6】,58044,△(別商品)
hand-soap-comparison.md,1,ミヨシ 無添加 泡のせっけんハンドソープ 詰め替え 300mL×3個,471,300mL×3個（約225回分）,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2Fa001200200474%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F10114171%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,無添加せっけん 泡のハンドソープ 詰替用 300ml 【×3個セット】 詰め替え つめかえ 詰替 詰換 ミヨシ石鹸,1368,△(別商品)
hand-soap-comparison.md,2,ビオレu 泡ハンドソープ 詰め替え 大容量 800mL×2袋,2950,800mL×2袋（約400回分）,https://hb.afl.rakuten.co.jp/hgc/g00toizn.3rdw6228.g00toizn.3rdw730f/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fmonoworld%2Fzakka-0029%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fmonoworld%2Fi%2F10000154%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
hand-soap-comparison.md,3,ミューズ 泡ハンドソープ 詰め替え 大容量 900mL,1914,900mL（約300回分）,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F404861%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F11127123%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【4個】 ミューズ ノータッチ 泡ハンドソープ つめかえ用 色が変わる泡 フルーティフレッシュ ジャンボパック 大容量 900ml 詰め替え 泡 薬用ハンドソープ ハンドソープ 泡ハンドソープ 消毒 殺菌 ノータッチ レフィル,3130,△(別商品)
hand-soap-comparison.md,4,キレイキレイ 薬用泡ハンドソープ 詰め替え 大容量 800mL×2袋,4164,800mL×2袋（約400回分）,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F90667%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F10986242%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
kids-toothpaste-comparison.md,1,【10個で送料無料】ライオン クリニカキッズ　クリニカKid,3494,60g×10,https://hb.afl.rakuten.co.jp/hgc/g00ru0on.3rdw60b7.g00ru0on.3rdw7edf/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fat-life%2F0000049795240-010%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fat-life%2Fi%2F10184891%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【10個で送料無料】ライオン クリニカキッズ　クリニカKid's ジェルハミガキ いちご 60g×10点セット　医薬部外品（子供用　歯磨き） ( 0000049795240),3494,○
kids-toothpaste-comparison.md,2,ピジョン ジェル状歯みがき ぷちキッズ ぶどう味【親子で乳歯ケア】,485,（50g）,https://hb.afl.rakuten.co.jp/hgc/g00qvyfn.3rdw6a92.g00qvyfn.3rdw717f/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fsundrug%2F4902508104463%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fsundrug%2Fi%2F10044509%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【医薬部外品】ピジョン 親子で乳歯ケア ジェル状歯みがき ぷちキッズ ぶどう味 50g,485,○
kids-toothpaste-comparison.md,3,ライオン チェックアップ kodomo 歯磨きペースト,1420,60g,https://hb.afl.rakuten.co.jp/hgc/g00tzj4n.3rdw68f0.g00tzj4n.3rdw7213/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fcosline%2Fli-500gel-4%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fcosline%2Fi%2F10002959%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,自由にお好きな味が選べる LION DENT. Check up Kodomo gel 500 ソフトペーストの歯磨き粉 ぶどう & ソフトジェル バナナ 4本 | ライオン デント チェックアップ コドモ ジェル 歯みがき粉 歯磨き剤 フッ素ジェル 子供 子ども こども キッズ フッ素 虫歯 予防 歯科 歯科専売,1420,○
kitchen-bleach-comparison.md,1,キッチンハイター 詰め替え 1500mL×2本,3720,1500mL×2本（3000mL）,https://hb.afl.rakuten.co.jp/hgc/g00r6mcn.3rdw6191.g00r6mcn.3rdw73f0/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Ffujix-sizai%2F4901301021144%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Ffujix-sizai%2Fi%2F10000866%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
kitchen-bleach-comparison.md,2,キッチンパワーブリーチ 詰め替え 1300mL,1478,1300mL,https://hb.afl.rakuten.co.jp/hgc/g00po93n.3rdw6ce8.g00po93n.3rdw7d35/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fi-order%2F426722%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fi-order%2Fi%2F10000829%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
